date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:00:28	6093/6093	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Nov%202024%2019:10:37%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/10/unit-terawat.jpg	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/10/unit-terawat.jpg	(from https://rentalmobilbatam.id/)
18:00:28	98639/98639	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2008:58:30%20GMT	https://rentalmobilbatam.id/alamat/	C:/Users/user/Desktop/rental/rentalmobilbatam.id/alamat/index.html	(from https://rentalmobilbatam.id/)
18:00:28	6255/6255	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Nov%202024%2019:10:37%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/10/driver-profesional.jpg	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/10/driver-profesional.jpg	(from https://rentalmobilbatam.id/)
18:00:28	4980/4980	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Nov%202024%2019:10:37%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/10/membership.jpg	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/10/membership.jpg	(from https://rentalmobilbatam.id/)
18:00:29	7503/7503	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Nov%202024%2019:10:37%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/10/layanan-terbaik.jpg	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/10/layanan-terbaik.jpg	(from https://rentalmobilbatam.id/)
18:00:30	101886/101886	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2008:51:37%20GMT	https://rentalmobilbatam.id/rekening/	C:/Users/user/Desktop/rental/rentalmobilbatam.id/rekening/index.html	(from https://rentalmobilbatam.id/)
18:00:32	13490/13490	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2012%20Dec%202024%2011:00:30%20GMT	https://kit.fontawesome.com/9a67287250.js	C:/Users/user/Desktop/rental/kit.fontawesome.com/9a67287250.js	(from https://rentalmobilbatam.id/)
18:00:32	98375/98375	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2005:35:10%20GMT	https://rentalmobilbatam.id/kategori-mobil/mobil-suv/	C:/Users/user/Desktop/rental/rentalmobilbatam.id/kategori-mobil/mobil-suv/index.html	(from https://rentalmobilbatam.id/)
18:00:32	96924/96924	---MCZ	200	added ('OK')	text/html	date:Thu,%2028%20Nov%202024%2008:52:32%20GMT	https://rentalmobilbatam.id/kategori/	C:/Users/user/Desktop/rental/rentalmobilbatam.id/kategori/index.html	(from https://rentalmobilbatam.id/)
18:00:32	121123/121123	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Nov%202024%2005:35:10%20GMT	https://rentalmobilbatam.id/kategori-mobil/mobil-mpv/	C:/Users/user/Desktop/rental/rentalmobilbatam.id/kategori-mobil/mobil-mpv/index.html	(from https://rentalmobilbatam.id/)
18:00:32	12450/12450	---M--	200	added ('OK')	image/webp	date:Thu,%2014%20Nov%202024%2022:17:53%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/11/Agya-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/11/Agya-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	(from https://rentalmobilbatam.id/)
18:00:32	13098/13098	---M--	200	added ('OK')	image/webp	date:Thu,%2014%20Nov%202024%2022:24:21%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/11/rocky-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/11/rocky-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	(from https://rentalmobilbatam.id/)
18:00:32	10282/10282	---M--	200	added ('OK')	image/webp	date:Thu,%2014%20Nov%202024%2022:29:10%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/11/rocky-sewa-mobil-avanza-batam-rentalmobilbatam.id-1-300x300.webp	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/11/rocky-sewa-mobil-avanza-batam-rentalmobilbatam.id-1-300x300.webp	(from https://rentalmobilbatam.id/)
18:00:33	11902/11902	---M--	200	added ('OK')	image/webp	date:Thu,%2014%20Nov%202024%2022:32:52%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/11/alphard-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/11/alphard-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	(from https://rentalmobilbatam.id/)
18:00:33	10980/10980	---M--	200	added ('OK')	image/webp	date:Thu,%2014%20Nov%202024%2022:41:01%20GMT	https://rentalmobilbatam.id/wp-content/uploads/2024/11/fortuner-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	C:/Users/user/Desktop/rental/rentalmobilbatam.id/wp-content/uploads/2024/11/fortuner-sewa-mobil-avanza-batam-rentalmobilbatam.id_-300x300.webp	(from https://rentalmobilbatam.id/)
